"Sample Date","Facility","Species","Salvage","Loss","Acrefeet"
2015-06-23,SWP,2,0,0.00,280
2002-02-04,SWP,2,6,25.98,10840
2011-02-28,SWP,2,4,17.32,10152
2004-01-26,SWP,2,0,0.00,14034
2013-04-03,CVP,2,NS,0.00,0
2012-12-11,SWP,2,0,0.00,13020
2021-03-16,SWP,2,1,4.33,3381
2017-12-06,SWP,2,0,0.00,12670
1998-08-09,CVP,2,0,0.00,8911
1997-10-14,SWP,2,0,0.00,12877
2016-07-25,SWP,2,0,0.00,12818
1996-05-23,CVP,2,0,0.00,8619
2019-06-29,SWP,2,NS,0.00,0
2004-04-16,CVP,2,NS,0.00,0
2020-06-07,CVP,2,0,0.00,5297
2004-04-07,CVP,2,0,0.00,3858
1997-03-22,CVP,2,0,0.00,9002
2006-09-18,SWP,2,0,0.00,13640
2011-06-20,SWP,2,48,207.84,13799
2005-03-28,SWP,2,12,51.96,6847
2017-04-19,SWP,2,0,0.00,5941
1997-04-15,CVP,2,0,0.00,3534
2012-07-05,CVP,2,0,0.00,8270
2004-03-21,SWP,2,0,0.00,12181
2008-09-19,CVP,2,0,0.00,7367
2002-07-25,SWP,2,0,0.00,13842
2014-11-19,SWP,2,0,0.00,5001
2017-08-22,CVP,2,0,0.00,8702
2019-03-08,SWP,2,4,17.32,10183
2021-01-24,CVP,2,0,0.00,3293
1996-07-04,CVP,2,0,0.00,8810
2000-08-18,CVP,2,0,0.00,8724
2001-03-26,CVP,2,12,8.16,3817
1998-08-15,CVP,2,0,0.00,8973
2019-11-14,CVP,2,0,0.00,1740
2022-08-05,CVP,2,0,0.00,5416
2014-12-28,SWP,2,0,0.00,6228
2014-05-13,CVP,2,0,0.00,1980
2010-01-08,SWP,2,0,0.00,7751
2013-08-10,CVP,2,0,0.00,7007
2018-02-14,SWP,2,4,17.32,3622
2019-10-30,SWP,2,0,0.00,533
2013-02-20,CVP,2,0,0.00,5081
2019-07-29,SWP,2,0,0.00,13679
2010-10-20,SWP,2,0,0.00,9632
2010-01-19,CVP,2,0,0.00,2006
2020-03-25,CVP,2,0,0.00,7054
2022-08-15,SWP,2,0,0.00,1333
2011-07-01,CVP,2,0,0.00,8281
2004-05-31,CVP,2,0,0.00,8183
2013-12-09,SWP,2,0,0.00,2924
1996-06-01,SWP,2,0,0.00,11175
2019-09-19,CVP,2,0,0.00,6875
2010-06-10,CVP,2,0,0.00,6991
2003-06-12,SWP,2,0,0.00,11989
1999-12-03,SWP,2,0,0.00,10539
2001-03-29,CVP,2,48,32.64,5338
1994-11-19,SWP,2,0,0.00,7422
2010-10-11,CVP,2,0,0.00,8136
1997-11-10,CVP,2,0,0.00,8460
2018-09-03,CVP,2,0,0.00,8487
1997-12-18,SWP,2,0,0.00,14213
1996-08-14,CVP,2,0,0.00,8965
2022-05-27,CVP,2,0,0.00,1815
2010-01-16,CVP,2,0,0.00,1990
2009-09-27,SWP,2,0,0.00,1120
1994-09-24,CVP,2,0,0.00,2050
1994-03-07,CVP,2,36,24.48,5369
1998-08-21,SWP,2,0,0.00,7775
2013-12-01,CVP,2,0,0.00,1964
2013-11-25,CVP,2,0,0.00,1950
2017-10-03,SWP,2,0,0.00,241
2004-03-08,SWP,2,22,95.26,14842
2022-04-16,SWP,2,5,21.65,1038
2010-01-31,SWP,2,0,0.00,7209
2006-11-06,SWP,2,0,0.00,11639
2012-05-28,CVP,2,0,0.00,1613
2019-12-16,CVP,2,0,0.00,8134
2019-08-28,CVP,2,0,0.00,8559
1994-10-20,SWP,2,0,0.00,4015
2012-03-29,CVP,2,0,0.00,1968
1996-01-07,SWP,2,0,0.00,12498
1994-06-28,SWP,2,0,0.00,748
2008-03-24,CVP,2,4,2.72,4271
1997-09-14,SWP,2,0,0.00,12833
2017-03-28,SWP,2,NS,0.00,0
2018-09-08,SWP,2,0,0.00,11291
2002-12-14,CVP,2,0,0.00,6766
2012-03-09,SWP,2,0,0.00,2370
2015-02-28,CVP,2,0,0.00,1706
2004-07-30,CVP,2,0,0.00,8571
2020-04-01,SWP,2,0,0.00,1214
1996-05-10,SWP,2,8,34.64,1240
2007-03-20,SWP,2,6,25.98,5699
2001-04-24,CVP,2,0,0.00,1461
2011-06-22,CVP,2,4,2.72,5886
2018-05-23,SWP,2,12,51.96,2834
2015-08-26,SWP,2,NS,0.00,0
2021-04-30,SWP,2,0,0.00,786
1995-08-10,CVP,2,0,0.00,9040
2008-04-30,SWP,2,0,0.00,1309
2009-06-05,SWP,2,0,0.00,1201
1995-08-25,SWP,2,0,0.00,12831
2011-03-03,CVP,2,4,2.72,8080
2022-08-09,SWP,2,0,0.00,359
2010-09-27,CVP,2,0,0.00,8137
2019-12-21,SWP,2,0,0.00,15142
1994-11-13,SWP,2,0,0.00,9221
2000-01-11,CVP,2,0,0.00,8158
2016-06-03,SWP,2,0,0.00,3439
1994-04-30,CVP,2,0,0.00,3298
1997-09-15,CVP,2,0,0.00,8541
2000-06-15,SWP,2,0,0.00,9353
2012-01-29,SWP,2,0,0.00,6608
2015-01-21,CVP,2,0,0.00,1739
2022-09-25,CVP,2,0,0.00,5400
2016-01-05,CVP,2,0,0.00,1590
2020-06-14,CVP,2,0,0.00,5358
2002-03-03,CVP,2,0,0.00,7867
2017-01-29,SWP,2,0,0.00,20297
2000-04-10,CVP,2,0,0.00,8374
2016-09-04,CVP,2,0,0.00,8338
1995-04-22,CVP,2,0,0.00,7257
2015-12-28,CVP,2,0,0.00,5457
1999-07-18,SWP,2,0,0.00,12813
1996-09-20,CVP,2,0,0.00,8471
2009-01-15,SWP,2,0,0.00,4868
2018-04-12,SWP,2,4,17.32,3289
2017-09-03,SWP,2,0,0.00,10880
1997-05-02,CVP,2,0,0.00,1963
1997-04-21,CVP,2,0,0.00,2948
2016-01-08,CVP,2,0,0.00,5154
2010-06-06,SWP,2,0,0.00,7486
1998-03-02,CVP,2,0,0.00,2520
1994-07-21,SWP,2,0,0.00,1836
2014-09-29,CVP,2,0,0.00,3272
1995-08-12,SWP,2,0,0.00,12423
2002-09-28,SWP,2,0,0.00,5388
1997-05-09,SWP,2,0,0.00,2763
1999-08-10,SWP,2,0,0.00,13598
2005-10-31,SWP,2,0,0.00,13904
2004-01-20,SWP,2,0,0.00,14124
2000-02-17,SWP,2,123,532.59,17021
2007-11-10,SWP,2,0,0.00,2845
2021-02-21,SWP,2,0,0.00,5168
2022-07-30,CVP,2,0,0.00,5379
2000-09-10,SWP,2,0,0.00,13654
1999-08-14,SWP,2,0,0.00,13692
1999-10-26,SWP,2,0,0.00,6832
2019-11-30,SWP,2,0,0.00,14032
2008-01-11,SWP,2,0,0.00,10300
2002-05-02,CVP,2,0,0.00,1641
2022-01-12,CVP,2,0,0.00,8040
2010-05-24,SWP,2,0,0.00,1301
2021-03-01,CVP,2,0,0.00,1926
2016-05-14,CVP,2,0,0.00,1953
2020-02-22,SWP,2,0,0.00,550
2022-02-03,SWP,2,0,0.00,1695
1994-11-22,CVP,2,0,0.00,5388
1996-03-09,SWP,2,0,0.00,2382
2009-12-01,CVP,2,0,0.00,3929
2014-05-10,SWP,2,0,0.00,364
1994-05-14,CVP,2,0,0.00,2009
2011-09-07,SWP,2,0,0.00,14016
2018-06-18,SWP,2,0,0.00,1622
2008-09-07,SWP,2,0,0.00,3860
2022-02-05,SWP,2,0,0.00,1193
1997-08-08,SWP,2,0,0.00,7574
2009-01-30,CVP,2,0,0.00,3752
2010-11-07,CVP,2,0,0.00,8383
2020-09-25,SWP,2,0,0.00,2949
2001-07-16,SWP,2,0,0.00,5562
1999-06-23,SWP,2,0,0.00,1442
2002-05-25,CVP,2,0,0.00,1830
2020-12-09,CVP,2,0,0.00,1640
2010-08-25,SWP,2,0,0.00,12402
2000-03-25,SWP,2,21,90.93,9439
2015-07-29,CVP,2,0,0.00,614
2022-03-11,SWP,2,0,0.00,383
2003-05-11,CVP,2,0,0.00,1693
2015-07-17,CVP,2,0,0.00,611
2021-12-31,SWP,2,0,0.00,811
2012-05-11,CVP,2,0,0.00,1620
2000-03-08,SWP,2,17.3,74.88,15146
2021-08-05,SWP,2,0,0.00,455
1996-09-05,CVP,2,0,0.00,8648
2004-08-29,SWP,2,0,0.00,13744
2012-04-07,CVP,2,0,0.00,1612
2018-08-23,SWP,2,0,0.00,11332
2019-11-20,SWP,2,NS,0.00,0
2022-02-14,CVP,2,0,0.00,3358
2000-03-11,CVP,2,24,16.32,7116
2003-08-02,CVP,2,0,0.00,8374
2003-02-28,CVP,2,12,8.16,8603
2003-04-02,SWP,2,24,103.92,10704
1997-06-02,CVP,2,0,0.00,9011
2011-01-01,CVP,2,0,0.00,8045
2004-08-08,SWP,2,0,0.00,10993
1994-07-12,SWP,2,0,0.00,4363
2017-05-23,SWP,2,0,0.00,5295
2009-06-08,SWP,2,0,0.00,832
2022-09-29,SWP,2,0,0.00,903
2002-10-15,CVP,2,0,0.00,8513
2009-01-23,CVP,2,0,0.00,1991
2010-08-23,SWP,2,0,0.00,13913
2010-03-27,SWP,2,0,0.00,7065
1996-03-04,SWP,2,2,8.66,14226
2011-09-13,CVP,2,0,0.00,8163
2003-12-16,CVP,2,0,0.00,8511
2010-05-15,CVP,2,4,2.72,2900
2010-08-20,CVP,2,0,0.00,8134
2017-11-13,CVP,2,0,0.00,3579
2018-01-21,SWP,2,0,0.00,5830
2019-01-28,SWP,2,0,0.00,5820
2009-02-24,SWP,2,0,0.00,5678
2010-01-07,SWP,2,0,0.00,7809
2020-01-12,SWP,2,0,0.00,3868
2002-09-27,SWP,2,0,0.00,5407
1997-01-19,CVP,2,0,0.00,591
2009-04-29,SWP,2,0,0.00,1329
1995-11-26,SWP,2,0,0.00,944
2010-02-01,SWP,2,2,8.66,7401
2014-10-23,CVP,2,0,0.00,1608
2008-12-11,CVP,2,0,0.00,3755
2018-09-18,CVP,2,0,0.00,8408
1993-12-11,SWP,2,0,0.00,12913
2007-07-05,SWP,2,0,0.00,10514
2016-05-29,SWP,2,0,0.00,2711
2020-11-08,SWP,2,0,0.00,3081
2005-02-25,SWP,2,6,25.98,11775
2014-11-24,CVP,2,0,0.00,1589
2000-11-18,SWP,2,0,0.00,10552
1999-12-06,CVP,2,0,0.00,7966
2012-01-29,CVP,2,0,0.00,6230
1994-07-15,SWP,2,0,0.00,4391
2001-12-09,CVP,2,0,0.00,8058
2014-06-18,CVP,2,0,0.00,10
2015-09-17,SWP,2,0,0.00,1125
2017-03-06,SWP,2,0,0.00,2920
2000-09-24,CVP,2,0,0.00,8219
2014-09-20,CVP,2,0,0.00,3281
1997-04-30,SWP,2,0,0.00,2448
1996-10-07,SWP,2,0,0.00,12151
2001-12-02,SWP,2,0,0.00,2992
1998-09-29,CVP,2,0,0.00,8283
2003-01-19,CVP,2,0,0.00,8479
2009-07-14,SWP,2,0,0.00,14168
2018-07-05,SWP,2,0,0.00,578
2006-06-13,SWP,2,0,0.00,5305
2004-01-11,SWP,2,6,25.98,13818
2008-05-05,CVP,2,0,0.00,1670
2009-04-18,SWP,2,0,0.00,2150
2004-01-18,SWP,2,0,0.00,14053
2004-11-20,SWP,2,0,0.00,5777
2010-11-19,SWP,2,0,0.00,8146
2018-01-07,SWP,2,0,0.00,6304
2005-01-28,SWP,2,0,0.00,14920
2011-10-20,CVP,2,0,0.00,7997
2011-06-17,CVP,2,0,0.00,5904
2012-03-27,SWP,2,8,34.64,2175
2013-09-28,SWP,2,0,0.00,4942
2006-12-19,SWP,2,0,0.00,14695
2016-05-18,CVP,2,0,0.00,810
2018-08-15,CVP,2,0,0.00,8038
2011-01-18,CVP,2,0,0.00,8099
2017-12-09,CVP,2,0,0.00,8576
1997-07-28,SWP,2,0,0.00,11471
2020-08-04,SWP,2,0,0.00,2758
2015-06-26,CVP,2,0,0.00,530
2022-06-05,CVP,2,0,0.00,1800
1999-06-20,SWP,2,0,0.00,1451
2006-06-18,SWP,2,0,0.00,9493
2007-07-02,SWP,2,0,0.00,11965
1999-10-10,SWP,2,0,0.00,13001
2019-12-12,SWP,2,0,0.00,11869
2022-06-27,SWP,2,0,0.00,637
2003-10-17,SWP,2,0,0.00,4806
2003-12-23,CVP,2,0,0.00,8647
2012-11-10,SWP,2,0,0.00,3259
2022-02-28,SWP,2,0,0.00,316
2001-11-29,SWP,2,0,0.00,4576
2003-06-10,SWP,2,0,0.00,12979
2004-04-11,SWP,2,6,25.98,6556
2001-11-20,CVP,2,0,0.00,8123
2022-09-26,SWP,2,0,0.00,1811
1998-10-05,SWP,2,0,0.00,9981
2015-07-10,SWP,2,0,0.00,560
2005-07-23,CVP,2,0,0.00,8739
1997-01-13,SWP,2,0,0.00,5177
2008-01-16,CVP,2,0,0.00,4758
2001-11-28,SWP,2,0,0.00,7199
2019-04-22,CVP,2,4,2.72,3427
2021-03-18,CVP,2,0,0.00,1791
2017-09-11,SWP,2,0,0.00,10581
2016-02-17,SWP,2,0,0.00,4703
2004-04-03,CVP,2,12,8.16,8701
2018-01-14,SWP,2,0,0.00,5705
1999-07-31,SWP,2,0,0.00,13081
2018-09-29,SWP,2,0,0.00,13840
2002-02-19,SWP,2,0,0.00,5066
2001-06-30,CVP,2,0,0.00,8410
2015-10-10,CVP,2,0,0.00,1595
2020-09-03,SWP,2,0,0.00,2854
2015-10-09,SWP,2,0,0.00,639
2004-06-20,SWP,2,0,0.00,3063
2013-05-28,SWP,2,0,0.00,1472
1994-06-04,CVP,2,0,0.00,1427
1999-04-21,SWP,2,4,17.32,3948
2021-05-18,CVP,2,0,0.00,1592
2021-11-18,CVP,2,0,0.00,5364
1997-12-19,CVP,2,0,0.00,7986
2004-08-05,CVP,2,0,0.00,8902
1995-05-14,SWP,2,10,43.30,4058
2004-12-19,CVP,2,0,0.00,8542
2013-09-09,CVP,2,0,0.00,8342
2021-07-11,CVP,2,0,0.00,1604
2003-09-06,SWP,2,0,0.00,13985
2016-06-03,CVP,2,0,0.00,1589
2017-03-07,SWP,2,0,0.00,2938
2005-10-24,CVP,2,0,0.00,8366
1997-04-09,SWP,2,5,21.65,5368
2005-12-28,SWP,2,0,0.00,17327
1999-02-10,SWP,2,0,0.00,1645
2011-02-22,CVP,2,4,2.72,5601
2003-04-10,CVP,2,0,0.00,5453
1998-02-27,CVP,2,0,0.00,1523
2009-04-27,CVP,2,0,0.00,1697
2000-08-24,SWP,2,0,0.00,11908
2021-02-04,CVP,2,0,0.00,3728
2019-03-08,CVP,2,0,0.00,6233
2004-04-27,SWP,2,0,0.00,1809
2001-09-04,SWP,2,0,0.00,6994
1994-07-13,CVP,2,0,0.00,8420
2017-12-24,SWP,2,0,0.00,4949
1999-11-01,SWP,2,0,0.00,5866
2021-08-15,CVP,2,0,0.00,1585
2010-03-12,SWP,2,0,0.00,4892
2018-03-25,CVP,2,16,10.88,6546
1995-05-17,CVP,2,0,0.00,6706
2014-08-07,SWP,2,0,0.00,2569
2017-10-16,CVP,2,0,0.00,8643
2007-12-12,CVP,2,0,0.00,8402
1999-08-03,CVP,2,0,0.00,8751
2000-03-09,SWP,2,6,25.98,6368
2019-01-23,CVP,2,4,2.72,8307
2009-08-02,SWP,2,0,0.00,9629
2009-05-24,SWP,2,0,0.00,2569
2007-09-10,CVP,2,0,0.00,8567
2012-08-25,CVP,2,0,0.00,8714
2015-07-25,CVP,2,0,0.00,603
2008-10-27,CVP,2,0,0.00,7189
2002-01-08,CVP,2,0,0.00,8303
1995-08-04,CVP,2,0,0.00,9066
2011-07-11,SWP,2,0,0.00,12965
2014-01-22,SWP,2,0,0.00,2913
2012-06-21,CVP,2,0,0.00,3168
2002-03-06,SWP,2,6,25.98,7786
2022-04-29,SWP,2,0,0.00,1247
1994-02-04,SWP,2,0,0.00,440
2000-02-14,SWP,2,54,233.82,14816
2014-09-20,SWP,2,0,0.00,1839
1993-11-25,SWP,2,0,0.00,5937
2007-02-04,CVP,2,0,0.00,8624
2017-01-09,SWP,2,0,0.00,11609
2013-01-12,CVP,2,0,0.00,3882
2005-12-08,SWP,2,0,0.00,13116
1998-01-07,SWP,2,0,0.00,13611
1998-07-12,SWP,2,0,0.00,6763
2004-11-15,SWP,2,0,0.00,9497
2003-09-16,SWP,2,0,0.00,13809
2006-10-21,CVP,2,0,0.00,8665
2005-08-18,CVP,2,0,0.00,8726
2006-11-13,SWP,2,0,0.00,8614
2007-05-20,SWP,2,2,8.66,540
2018-06-04,CVP,2,0,0.00,5386
1999-05-03,CVP,2,24,16.32,3651
2015-11-16,SWP,2,0,0.00,1667
2000-08-13,SWP,2,0,0.00,13668
1995-10-18,SWP,2,0,0.00,2947
2011-09-18,CVP,2,0,0.00,8198
2006-11-11,CVP,2,0,0.00,8347
1994-08-08,CVP,2,0,0.00,4047
2006-05-27,SWP,2,18,77.94,6843
2006-07-22,CVP,2,0,0.00,8677
2002-01-07,CVP,2,0,0.00,8151
2006-06-03,CVP,2,0,0.00,6554
2021-11-29,CVP,2,0,0.00,3440
2002-02-20,CVP,2,0,0.00,6669
2022-01-17,CVP,2,0,0.00,8075
2003-10-15,CVP,2,0,0.00,8695
2009-07-16,SWP,2,0,0.00,10024
2008-07-25,CVP,2,0,0.00,6830
2012-07-17,CVP,2,0,0.00,8595
2013-01-18,SWP,2,0,0.00,7821
2007-11-14,CVP,2,0,0.00,5433
1995-04-25,SWP,2,0,0.00,182
2013-10-14,SWP,2,0,0.00,1884
2007-03-03,SWP,2,4,17.32,5791
2007-02-19,CVP,2,0,0.00,8636
2012-01-26,SWP,2,0,0.00,5168
1995-05-20,SWP,2,4,17.32,2919
2015-07-11,SWP,2,0,0.00,560
2013-05-27,SWP,2,0,0.00,1472
1996-12-29,CVP,2,0,0.00,8035
2007-06-20,CVP,2,0,0.00,7447
2005-07-31,CVP,2,0,0.00,8657
1997-01-03,SWP,2,0,0.00,3970
1998-09-19,CVP,2,0,0.00,8448
2015-09-11,CVP,2,0,0.00,3464
1996-02-19,CVP,2,0,0.00,8580
2013-11-30,CVP,2,0,0.00,1964
2010-07-02,CVP,2,0,0.00,8433
2015-01-20,CVP,2,0,0.00,1739
2020-07-22,CVP,2,0,0.00,8545
1995-07-01,SWP,2,0,0.00,11446
2018-11-14,SWP,2,0,0.00,1021
2019-04-23,SWP,2,8,34.64,1417
2007-12-11,CVP,2,0,0.00,8560
1994-07-26,SWP,2,0,0.00,3833
2017-03-01,CVP,2,0,0.00,7493
2021-05-10,CVP,2,0,0.00,1589
2005-06-12,CVP,2,0,0.00,8625
1997-08-07,SWP,2,0,0.00,14037
2000-11-13,SWP,2,0,0.00,10284
2017-03-10,CVP,2,0,0.00,7431
2000-10-24,SWP,2,0,0.00,10308
2013-05-25,CVP,2,0,0.00,1609
2005-11-07,CVP,2,0,0.00,8635
2006-03-30,SWP,2,30,129.90,5853
2012-10-14,CVP,2,0,0.00,8736
1996-11-22,CVP,2,0,0.00,8250
2015-11-22,SWP,2,0,0.00,455
1996-07-24,CVP,2,0,0.00,8872
2015-04-26,SWP,2,0,0.00,1378
2009-04-13,CVP,2,0,0.00,5521
1995-09-30,SWP,2,0,0.00,6213
2010-09-24,CVP,2,0,0.00,8109
2014-12-07,CVP,2,0,0.00,1724
2010-08-21,SWP,2,0,0.00,12442
2008-03-19,SWP,2,0,0.00,3868
2013-07-01,SWP,2,0,0.00,12449
2016-01-20,SWP,2,0,0.00,4530
2008-11-06,SWP,2,0,0.00,5861
2002-05-27,CVP,2,0,0.00,1825
2010-02-28,CVP,2,0,0.00,7321
2010-05-31,CVP,2,8,5.44,5612
2009-10-06,SWP,2,0,0.00,980
2012-11-09,CVP,2,0,0.00,8388
1995-07-04,SWP,2,0,0.00,9108
2005-11-16,CVP,2,0,0.00,8622
2021-06-19,CVP,2,0,0.00,1588
2002-09-26,SWP,2,0,0.00,5223
2008-08-30,SWP,2,0,0.00,4798
2018-05-23,CVP,2,8,5.44,3668
2017-06-21,CVP,2,0,0.00,8733
2002-02-17,CVP,2,0,0.00,6689
1995-07-21,CVP,2,0,0.00,9017
2002-11-22,CVP,2,0,0.00,8404
2007-07-24,CVP,2,0,0.00,8763
2012-04-19,SWP,2,2,8.66,4369
2013-10-13,CVP,2,0,0.00,5211
2017-12-01,CVP,2,0,0.00,8387
1997-03-26,CVP,2,12,8.16,9026
2009-05-01,SWP,2,0,0.00,2140
2018-09-16,SWP,2,0,0.00,12912
2014-05-23,SWP,2,0,0.00,248
2021-05-06,CVP,2,0,0.00,1590
2005-10-04,CVP,2,0,0.00,8738
2017-06-14,SWP,2,0,0.00,13257
1999-06-26,CVP,2,0,0.00,8784
2016-06-08,SWP,2,0,0.00,6687
2016-04-03,SWP,2,4,17.32,901
2003-03-22,CVP,2,36,24.48,8605
2012-06-08,SWP,2,0,0.00,3078
2021-08-10,CVP,2,0,0.00,1593
2008-09-11,CVP,2,0,0.00,7387
2002-05-04,CVP,2,0,0.00,1639
2003-07-27,SWP,2,0,0.00,12899
2017-11-15,SWP,2,0,0.00,8807
1999-04-02,CVP,2,0,0.00,3122
2012-05-05,SWP,2,0,0.00,3325
2007-09-18,SWP,2,0,0.00,8289
2000-01-02,SWP,2,4,17.32,12697
2008-08-07,SWP,2,0,0.00,3095
2019-01-30,SWP,2,1,4.33,5026
2009-07-10,CVP,2,0,0.00,6874
2010-07-28,CVP,2,0,0.00,8356
2015-04-29,CVP,2,0,0.00,1592
2000-01-10,SWP,2,0,0.00,12280
2019-12-27,SWP,2,0,0.00,14081
2010-12-25,CVP,2,0,0.00,7488
2019-12-15,CVP,2,0,0.00,8127
2004-03-10,CVP,2,0,0.00,8570
2016-02-24,SWP,2,0,0.00,5190
2017-06-16,CVP,2,4,2.72,8690
1995-10-17,CVP,2,0,0.00,8610
2007-07-22,CVP,2,0,0.00,8685
1994-12-19,SWP,2,0,0.00,5695
1998-12-31,SWP,2,0,0.00,3868
2021-03-17,CVP,2,0,0.00,1778
2003-03-29,SWP,2,12,51.96,11986
2006-11-24,CVP,2,0,0.00,7013
1997-02-15,SWP,2,0,0.00,5784
2001-08-30,SWP,2,0,0.00,7963
2007-08-01,SWP,2,0,0.00,13873
2008-11-19,CVP,2,0,0.00,5377
2007-04-12,SWP,2,6,25.98,4320
1999-04-03,SWP,2,36,155.88,9338
2018-12-12,SWP,2,0,0.00,5128
2021-02-11,CVP,2,0,0.00,3728
2006-09-25,CVP,2,0,0.00,8679
2007-05-21,SWP,2,0,0.00,538
2021-07-29,CVP,2,0,0.00,1657
2005-12-25,SWP,2,0,0.00,16866
1998-02-06,CVP,2,0,0.00,5578
2022-01-20,CVP,2,0,0.00,8113
2008-06-13,SWP,2,0,0.00,727
2018-02-15,CVP,2,0,0.00,3758
2006-04-18,CVP,2,0,0.00,357
1997-08-13,CVP,2,0,0.00,9019
2006-11-21,SWP,2,0,0.00,10341
2021-02-22,CVP,2,0,0.00,5055
1997-10-03,SWP,2,0,0.00,11269
1997-11-11,SWP,2,0,0.00,9200
2014-11-09,SWP,2,0,0.00,2423
2022-04-13,SWP,2,0,0.00,1022
2003-12-30,SWP,2,0,0.00,11826
2021-10-25,CVP,2,0,0.00,3398
2008-12-29,SWP,2,0,0.00,3548
2013-11-16,SWP,2,0,0.00,2905
2022-05-05,CVP,2,0,0.00,1800
2004-09-03,CVP,2,0,0.00,8710
2011-10-20,SWP,2,0,0.00,12080
2009-02-26,CVP,2,0,0.00,5568
2009-12-15,CVP,2,0,0.00,3871
1993-12-13,SWP,2,0,0.00,13052
2022-08-13,SWP,2,0,0.00,1183
2004-12-02,CVP,2,0,0.00,8562
2018-10-20,SWP,2,0,0.00,5883
2022-03-12,SWP,2,0,0.00,383
1996-01-24,SWP,2,83,359.39,13883
2005-10-21,SWP,2,0,0.00,12971
2004-11-10,SWP,2,0,0.00,9738
2009-01-02,CVP,2,0,0.00,5565
2007-10-04,SWP,2,0,0.00,6493
2020-01-12,CVP,2,0,0.00,8319
2018-01-26,CVP,2,0,0.00,7018
2002-07-21,SWP,2,0,0.00,14580
1997-08-13,SWP,2,0,0.00,819
2011-02-05,CVP,2,0,0.00,8303
2010-02-16,SWP,2,4,17.32,4855
1996-02-02,CVP,2,72,48.96,8594
2007-01-30,CVP,2,0,0.00,8702
2011-02-21,CVP,2,0,0.00,5610
1998-07-17,SWP,2,0,0.00,8270
2012-12-07,SWP,2,0,0.00,13272
2019-01-11,SWP,2,0,0.00,4664
1995-10-19,CVP,2,0,0.00,8685
2014-07-14,SWP,2,0,0.00,2148
1996-10-04,CVP,2,0,0.00,8447
2008-11-15,SWP,2,0,0.00,5917
2001-06-29,CVP,2,0,0.00,7890
2019-09-25,CVP,2,0,0.00,8549
2003-07-06,SWP,2,0,0.00,13015
2014-08-11,CVP,2,0,0.00,1625
2011-09-06,SWP,2,0,0.00,14016
2013-02-05,SWP,2,0,0.00,2983
2015-12-08,CVP,2,0,0.00,801
2008-01-24,CVP,2,0,0.00,6826
1996-10-27,CVP,2,0,0.00,8737
2015-04-26,CVP,2,0,0.00,1594
2008-04-20,SWP,2,4,17.32,1810
1999-10-14,CVP,2,0,0.00,8344
2001-05-22,CVP,2,0,0.00,1718
2004-02-12,CVP,2,24,16.32,7351
2017-04-14,CVP,2,0,0.00,7430
2019-05-06,SWP,2,0,0.00,2225
2016-08-23,CVP,2,0,0.00,6668
1994-12-16,CVP,2,0,0.00,8305
1994-06-05,SWP,2,0,0.00,756
2010-03-20,CVP,2,4,2.72,6908
2017-03-14,CVP,2,0,0.00,7419
2005-01-15,SWP,2,0,0.00,16753
2001-07-11,CVP,2,0,0.00,8393
1998-11-06,SWP,2,0,0.00,5944
2013-05-04,SWP,2,8,34.64,3281
2005-09-03,CVP,2,0,0.00,8692
2007-10-02,SWP,2,0,0.00,9136
2015-10-23,SWP,2,0,0.00,546
2005-01-13,CVP,2,0,0.00,8353
2006-11-29,CVP,2,0,0.00,6810
2016-02-25,SWP,2,0,0.00,4791
2018-10-10,SWP,2,0,0.00,5941
1998-05-10,CVP,2,0,0.00,3799
2018-02-25,CVP,2,0,0.00,1730
2000-06-25,CVP,2,0,0.00,8400
2016-06-18,CVP,2,0,0.00,1596
2007-03-26,SWP,2,16,69.28,6548
2008-01-01,SWP,2,0,0.00,3312
2001-01-19,CVP,2,0,0.00,2016
2019-09-29,CVP,2,0,0.00,8570
2018-05-13,SWP,2,0,0.00,2464
2001-02-09,CVP,2,12,8.16,8196
2005-08-13,CVP,2,0,0.00,8759
2000-12-19,CVP,2,0,0.00,8257
2021-08-20,CVP,2,0,0.00,1833
2010-07-21,SWP,2,0,0.00,8960
2005-04-04,SWP,2,18,77.94,9770
2008-12-20,SWP,2,0,0.00,2785
2010-04-24,CVP,2,0,0.00,1709
2001-02-17,SWP,2,10,43.30,7114
2018-05-30,SWP,2,0,0.00,1349
2021-07-13,SWP,2,NS,0.00,0
2001-11-10,CVP,2,0,0.00,6578
1999-03-13,CVP,2,0,0.00,8648
2017-11-26,SWP,2,0,0.00,11586
2022-06-11,SWP,2,0,0.00,364
2003-12-10,CVP,2,0,0.00,6132
1994-03-24,CVP,2,0,0.00,3878
2011-11-06,CVP,2,0,0.00,8447
2020-08-22,CVP,2,0,0.00,8535
2005-09-03,SWP,2,0,0.00,14039
2009-12-10,SWP,2,0,0.00,4086
2005-12-15,CVP,2,0,0.00,8540
2008-02-14,SWP,2,0,0.00,7172
1998-04-01,CVP,2,0,0.00,3468
2004-12-13,SWP,2,0,0.00,3552
2011-07-19,SWP,2,0,0.00,14106
2013-07-03,CVP,2,0,0.00,5798
2014-04-12,SWP,2,0,0.00,744
2005-10-17,CVP,2,0,0.00,8648
2016-04-22,CVP,2,0,0.00,1983
2019-05-01,CVP,2,0,0.00,1967
2005-02-12,CVP,2,0,0.00,8713
2008-05-07,SWP,2,4,17.32,1315
2004-06-13,CVP,2,0,0.00,7206
