Date,Year,Month,Specices,Run,Salvage1,Salvage2,OMR,TPR,HRO,Flow.Vernalis,FRE,TEMP PPT,TEMP VER
2007/11/30,2007,November,Salmon,Spring,0,0,-5033.4,3487.266667,2886.066667,1657,,58.79786629,56.9027933
2007/12/31,2007,December,Salmon,Spring,0,0,-5080.645161,3272.741935,3270.064516,1431.806452,,48.98630137,48.55337838
2008/1/31,2008,January,Salmon,Spring,0,0,-3702.258065,3011.354839,2941.032258,2291.192308,,46.14422043,48.23283984
2008/2/29,2008,February,Salmon,Spring,2,8,-4223.172414,3169,3411.862069,2315.214286,,49.11587302,52.2057554
2008/3/31,2008,March,Salmon,Spring,44,161.5,-2143.714286,1780.096774,1560.451613,2164.516129,,56.48733154,58.65067385
2008/4/30,2008,April,Salmon,Spring,1252,1879.2,-3969.37931,1076.3,1228.7,2368.233333,,60.82486111,60.81265647
2008/5/31,2008,May,Salmon,Spring,880,960,-1750.733333,888.7419355,769.2903226,2750.193548,,66.49516129,65.65739247
2008/6/30,2008,June,Salmon,Spring,16,4,-1509.548387,930.8333333,752.7666667,1154.551724,,70.25375,73.32458333
2008/7/31,2008,July,Salmon,Spring,0,0,-2612.8,3476.354839,2180.387097,896.0322581,,72.45951417,76.76756393
2008/8/31,2008,August,Salmon,Spring,0,0,-3888.387097,3539.354839,1758.709677,865.1935484,,74.28778626,77.27432432
2008/9/30,2008,September,Salmon,Spring,0,0,-4832.571429,3939.533333,990.4666667,800.6666667,,,72.98930556
2008/10/31,2008,October,Salmon,Spring,0,0,-4517.774194,3767.419355,522.8387097,1005.612903,,,63.38198925
2008/11/30,2008,November,Salmon,Spring,0,0,243.1333333,2931.166667,2066.2,1087.466667,,,57.44666667
2008/12/31,2008,December,Salmon,Spring,0,0,7.129032258,1355.548387,1350.16129,1192.064516,,,49
2009/1/31,2009,January,Salmon,Spring,0,0,-4693,2072.290323,2394.774194,1150.83871,,48.96190476,49.64932796
2009/2/28,2009,February,Salmon,Spring,0,0,-4363.387097,1912.357143,1978,1500.678571,,,53.91770833
2009/3/31,2009,March,Salmon,Spring,16,371.3,-4043.464286,2863.258065,2820,1488.935484,,,59.60188679
2009/4/30,2009,April,Salmon,Spring,998,2155.2,63.74193548,1407.1,1324.3,1540.4,,,62.14561892
2009/5/31,2009,May,Salmon,Spring,445,755,7772.533333,1039.774194,985.9354839,2184.548387,,,67.14516129
2009/6/30,2009,June,Salmon,Spring,0,4,3121.16129,1309.966667,510.9333333,1301.3,,,71.69361111
2009/7/31,2009,July,Salmon,Spring,0,0,-3872.3,3909.741935,6220,705.0967742,,,76.86877524
2009/8/31,2009,August,Salmon,Spring,0,0,-4755.037037,4114.193548,4030.096774,598.9354839,,,76.02647849
2009/9/30,2009,September,Salmon,Spring,0,0,-2981.655172,4093.933333,2441.466667,883.8333333,,,71.59194444
2009/10/31,2009,October,Salmon,Spring,0,0,-2300.83871,3949.16129,2009.774194,1803.451613,,,61.58494624
2009/11/30,2009,November,Salmon,Spring,0,0,-2092.9,2833.4,1505.6,1357.433333,,,54.48194444
2009/12/31,2009,December,Salmon,Spring,0,0,-3184.580645,2165.580645,3345.935484,1316.032258,,,49.01653226
2010/1/31,2010,January,Salmon,Spring,0,0,-3832.2,1603.451613,4019.580645,2065.935484,3654.5,48.92259508,50.61776581
2010/2/28,2010,February,Salmon,Spring,0,0,-995,3748.892857,3022.285714,2532.714286,,52.6819403,54.72008929
2010/3/31,2010,March,Salmon,Spring,69,166,-2398.709677,3323.677419,3653.354839,2998.322581,,55.98301887,58.89660326
2010/4/30,2010,April,Salmon,Spring,242,1531,-2343.285714,811.9666667,684.5,4353.7,,59.82375,59.4875
2010/5/31,2010,May,Salmon,Spring,410,1613,-4036,1238.967742,974.2580645,4889.16129,,63.46572581,60.59744624
2010/6/30,2010,June,Salmon,Spring,24,55,-786.4666667,3101.066667,3310.866667,3894.033333,,69.76138889,66.32071307
2010/7/31,2010,July,Salmon,Spring,0,0,-1162.225806,4126.096774,5340.096774,1852.483871,,72.13803763,74.4905303
2010/8/31,2010,August,Salmon,Spring,0,0,-2730.5,4137.322581,6679.129032,1143.322581,,71.2319407,75.23838798
2010/9/30,2010,September,Salmon,Spring,0,0,-1830.357143,4075.533333,6327.666667,1713.4,,70.41236111,71.48791667
2010/10/31,2010,October,Salmon,Spring,0,0,-3777.096774,4117.064516,5110.935484,2320.903226,,66.14145357,64.54610215
2010/11/30,2010,November,Salmon,Spring,0,0,-3791,4106.366667,4965.5,1900.733333,,57.24242003,55.17638889
2010/12/31,2010,December,Salmon,Spring,0,0,-1836.451613,4050.741935,6842.935484,6974.129032,4193.6,51.22715054,52.075
2011/1/31,2011,January,Salmon,Spring,4,12,-1772,3955,6750.483871,12014.16129,963,47.97473118,48.69905914
2011/2/28,2011,February,Salmon,Spring,0,0,-5635.483871,3029,5919.285714,8697.892857,,50.11354167,50.32604167
2011/3/31,2011,March,Salmon,Spring,161,112,-4500.322581,2980.225806,3442.064516,12972.58065,64466.07143,53.26315789,53.55525606
2011/4/30,2011,April,Salmon,Spring,3481,962.7,-4260.714286,2210.7,3883.266667,25690.53333,29934.2,60.72416667,59.15472222
2011/5/31,2011,May,Salmon,Spring,5594,5900.4,-2804.83871,1659.967742,1629.774194,12942.3871,,63.29932796,60.67620968
2011/6/30,2011,June,Salmon,Spring,918,784.5,-1750,3462.166667,6214.1,10528.83333,,67.73666667,63.33708333
2011/7/31,2011,July,Salmon,Spring,0,0,-1357.741935,4176.774194,7027.419355,8663.677419,,72.98679245,68.02647849
2011/8/31,2011,August,Salmon,Spring,0,0,-1585,4156.322581,7145.064516,5398.419355,,73.20725806,65.27244624
2011/9/30,2011,September,Salmon,Spring,0,0,-2248.709677,4133.166667,7104.033333,4330.9,,71.66293706,65.77430556
2011/10/31,2011,October,Salmon,Spring,0,0,-3628.064516,3990.451613,6566.677419,4668.225806,,65.34682861,60.4280914
2011/11/30,2011,November,Salmon,Spring,0,0,-4210.344828,3327.133333,3464.366667,2406.233333,,55.98609179,54.31180556
2011/12/31,2011,December,Salmon,Spring,0,0,-4514.516129,3894.548387,5177.129032,1694.419355,,48.31547779,47.22306649
2012/1/31,2012,January,Salmon,Spring,0,0,-2082.333333,2280.225806,3703.83871,1821.709677,,47.67204301,49.03884409
2012/2/29,2012,February,Salmon,Spring,0,0,-2452.258065,1895.206897,1804.862069,1587.275862,,51.84388489,53.58635057
2012/3/31,2012,March,Salmon,Spring,129,119,-4235.833333,1878.483871,1461.387097,1593.533333,,54.45592992,57.64021739
2012/4/30,2012,April,Salmon,Spring,271,433,-7657.741935,922.2333333,1336.766667,2483.533333,,60.52263889,60.93
2012/5/31,2012,May,Salmon,Spring,91,158,-4364.516129,1452.096774,1632,2951.709677,,67.73830645,64.88225806
2012/6/30,2012,June,Salmon,Spring,0,4,5367.857143,2049.033333,1488.333333,1443.033333,,70.62111111,69.62089136
2012/7/31,2012,July,Salmon,Spring,0,0,12889.03226,4083.129032,5658.935484,882.1290323,,72.90188172,75.743377
2012/8/31,2012,August,Salmon,Spring,0,0,7550,4352.032258,6170.83871,772.2258065,,72.64091521,76.75416667
2012/9/30,2012,September,Salmon,Spring,0,0,3623.870968,4108.1,4838.266667,946,,70.17222222,72.37872045
2012/10/31,2012,October,Salmon,Spring,0,0,-4261,3921.935484,3692.483871,1769.387097,,65.87607527,63.97956989
2012/11/30,2012,November,Salmon,Spring,0,0,-7054.193548,3929.866667,3006.766667,1275.4,,59.20833333,57.01305556
2012/12/31,2012,December,Salmon,Spring,0,0,-4983.225806,2926.677419,4232.516129,1925.193548,10962.85714,51.94535666,51.18037634
2013/1/31,2013,January,Salmon,Spring,0,0,-2767.5,1646.225806,2642.064516,1818.16129,,45.74798387,47.47674731
2013/2/28,2013,February,Salmon,Spring,0,0,-4460.967742,2600.642857,1737.571429,2305.928571,,50.4985119,51.6735119
2013/3/31,2013,March,Salmon,Spring,66,76,-672,2459.129032,2567.129032,1574.774194,,57.51497976,60.55283019
2013/4/30,2013,April,Salmon,Spring,320,140,-510.3225806,454.7,1299.533333,2192.733333,,63.09722222,64.24416667
2013/5/31,2013,May,Salmon,Spring,122,192,-3590.666667,1037.387097,891.0645161,2324.16129,,68.45268817,65.21825726
2013/6/30,2013,June,Salmon,Spring,0,0,-6711.935484,781.5666667,1897.266667,752.7333333,,71.01070932,75.05980529
2013/7/31,2013,July,Salmon,Spring,0,0,-4955.806452,3658.096774,5133.83871,576.8064516,,74.67665317,78.70552561
2013/8/31,2013,August,Salmon,Spring,0,0,-3993.928571,3804.129032,5787.677419,524.7419355,,72.42355316,76.21370968
2013/9/30,2013,September,Salmon,Spring,0,0,287.7419355,3290.9,3281.466667,833.1666667,,71.00041725,71.50388889
2013/10/31,2013,October,Salmon,Spring,0,0,2350.333333,2273.354839,1150.322581,1322.206897,,64.22637954,61.89878869
2013/11/30,2013,November,Salmon,Spring,0,0,1512,1739.933333,1928.266667,1144.32,,57.31944444,55.04617524
2013/12/31,2013,December,Salmon,Spring,0,0,,983.2258065,1638.032258,1014.064516,,48.01061828,46.59556452
2014/1/31,2014,January,Salmon,Spring,0,0,,435.4516129,1046.483871,856.0322581,,48.91305518,49.96303763
2014/2/28,2014,February,Salmon,Spring,0,0,,1292.107143,1234.535714,821.8928571,,53.69716841,55.80104478
2014/3/31,2014,March,Salmon,Spring,8,59,,2206.032258,2016.645161,843.9354839,,59.4388664,61.32176471
2014/4/30,2014,April,Salmon,Spring,0,412.6,,3030.966667,593.7333333,1769.733333,,63.88305556,63.55819444
2014/5/31,2014,May,Salmon,Spring,0,16,,1014.903226,261,1527.612903,,68.73239247,64.52876344
2014/6/30,2014,June,Salmon,Spring,0,0,,249.3,538.2,318.8214286,,73.45125348,75.14736111
2014/7/31,2014,July,Salmon,Spring,0,0,,608.2258065,1109.290323,253.5483871,,74.67244624,78.63655914
2014/8/31,2014,August,Salmon,Spring,0,0,,539.9354839,1609.354839,306.7741935,,74.78803763,76.83790323
2014/9/30,2014,September,Salmon,Spring,0,0,,1378.3,1984.266667,409.8,,72.67819444,73.78111111
2014/10/31,2014,October,Salmon,Spring,0,0,,717.7096774,351.7419355,624.4827586,,68.92847503,66
2014/11/30,2014,November,Salmon,Spring,0,0,,814.1666667,2090.1,983.1666667,,60.50041725,57.71
2014/12/31,2014,December,Salmon,Spring,0,0,,2215.032258,4226.83871,1281.677419,,54.77267833,54.32137097
2015/1/31,2015,January,Salmon,Spring,0,0,,1251.548387,3876.83871,921.4193548,,49.22153432,50.94018817
2015/2/28,2015,February,Salmon,Spring,0,0,,1000.821429,3976.714286,885.4615385,,55.47623318,57.74077381
2015/3/31,2015,March,Salmon,Spring,0,10.5,,1698.096774,1177.741935,636.0967742,,61.61621622,63.1032345
2015/4/30,2015,April,Salmon,Spring,6,36,,943.1,508.8,845.4666667,,63.74289733,64.30736111
2015/5/31,2015,May,Salmon,Spring,1,4,,319.2258065,500.516129,398.7741935,,67.62787551,71.23508065
2015/6/30,2015,June,Salmon,Spring,,,,362.4333333,295.6,189.6666667,,72.89986034,77.93180556
2015/7/31,2015,July,Salmon,Spring,,,,306.1935484,275.483871,130.7419355,,75.00432432,78.57303523
2015/8/31,2015,August,Salmon,Spring,,,,524.9354839,699.5483871,165.483871,,73.89099462,76.93571429
2015/9/30,2015,September,Salmon,Spring,,,,1370.466667,734.9333333,243.5,,72.85334262,72.44916667
2015/10/31,2015,October,Salmon,Spring,,,,1044.774194,246.0967742,613.3225806,,69.2811828,67.50995962
2015/11/30,2015,November,Salmon,Spring,,,,1501.066667,674.7,938.9333333,,58.14436718,54.35438108
2015/12/31,2015,December,Salmon,Spring,,,,1110.387097,1244.16129,754,,49.89536153,48.61965007
2016/1/31,2016,January,Salmon,Spring,,,,2353.064516,2220.741935,1612.193548,,49.29300135,50.91307278
2016/2/29,2016,February,Salmon,Spring,,,,2892.206897,2138.827586,1042.758621,,54.24884726,56.86604317
2016/3/31,2016,March,Salmon,Spring,,,,3094.387097,2633.16129,2038.806452,22930.41667,58.19836957,62.43423181
2016/4/30,2016,April,Salmon,Spring,,,,994.6,731.2333333,1761.3,,64.08114525,64.54777778
2016/5/31,2016,May,Salmon,Spring,,,,1074.354839,919.5806452,1861.806452,,67.44341398,64.17631225
2016/6/30,2016,June,Salmon,Spring,,,,1075.333333,3228.366667,591.5333333,,72.66290098,73.90611111
2016/7/31,2016,July,Salmon,Spring,,,,962.8709677,5875.290323,290.9677419,,74.53401361,78.27096774
2016/8/31,2016,August,Salmon,Spring,,,,2623.903226,6936.870968,244.4,,72.8397039,76.88371467
2016/9/30,2016,September,Salmon,Spring,,,,3820.1,5489.966667,274.2666667,,70.02239221,72.51375
2016/10/31,2016,October,Salmon,Spring,,,,3811.903226,2856.516129,1223.677419,,64.72638701,63.9188172
2016/11/30,2016,November,Salmon,Spring,,,,2669.7,4872.066667,1147.066667,,60.20925666,58.68027778
2016/12/31,2016,December,Salmon,Spring,,,,3540.258065,4903.774194,1064.032258,18104.75,50.01253369,49.55854643
2017/1/31,2017,January,Salmon,Spring,,,,3771.419355,7741.774194,13831.93548,62456.86957,48.90337838,50.07106326
2017/2/28,2017,February,Salmon,Spring,,,,3982.392857,7327.285714,29723.77778,113412.7778,53.17306548,53.29836066
2017/3/31,2017,March,Salmon,Spring,,,,3678.870968,891.3225806,29389.41935,27209.96,57.53215259,56.58921833
2017/4/30,2017,April,Salmon,Spring,,,,3945.066667,1413.133333,23651.2,26335.04545,59.8559322,58.14763889
2017/5/31,2017,May,Salmon,Spring,,,,2424,4074.387097,19413.12903,8843.333333,65.53126685,60.90201613
2017/6/30,2017,June,Salmon,Spring,,,,4384.3,6594.8,14262.3,,70.60668524,65.77955494
2017/7/31,2017,July,Salmon,Spring,,,,4245.419355,6555.83871,8878.806452,,75.37884615,67.31135135
2017/8/31,2017,August,Salmon,Spring,,,,4354.032258,7101.096774,5238.83871,,74.37625509,65.72037787
2017/9/30,2017,September,Salmon,Spring,,,,4061.266667,5478.433333,3251.6,,71.57399166,67.35125
2017/10/31,2017,October,Salmon,Spring,,,,4362.483871,1416.225806,2723.580645,,63.3936228,60.78469539
2017/11/30,2017,November,Salmon,Spring,,,,3067.1,4339.733333,2038,,59.05688456,56.61902778
2017/12/31,2017,December,Salmon,Spring,,,,4057.645161,4199.032258,2056.935484,,51.02368775,49.06971736
2018/1/31,2018,January,Salmon,Spring,,,,3331.258065,3015.258065,2264.548387,,50.46576819,52.46890983
2018/2/28,2018,February,Salmon,Spring,,,,1833.607143,2054.678571,2145.75,,52.67759398,53.13785395
2018/3/31,2018,March,Salmon,Spring,,,,2735.258065,3672.16129,3491.83871,,54.29547945,57.38638814
2018/4/30,2018,April,Salmon,Spring,,,,1908.266667,1801.733333,6852.9,6416.25,61.94915254,60.17597222
2018/5/31,2018,May,Salmon,Spring,,,,1660.612903,826.2903226,5218.419355,,67.26175676,61.37876344
2018/6/30,2018,June,Salmon,Spring,,,,2706.566667,778.2333333,1582.1,,72.63036212,70.05869263
2018/7/31,2018,July,Salmon,Spring,,,,3859.290323,1621.741935,711.9677419,,74.73640054,79.36408163
2018/8/31,2018,August,Salmon,Spring,,,,4244.193548,5750.677419,592.3225806,,73.00040872,76.32220727
2018/9/30,2018,September,Salmon,Spring,,,,4046.266667,5909,931.8333333,,70.03537604,71.76763889
2018/10/31,2018,October,Salmon,Spring,,,,4067.806452,3645.193548,1846.612903,,65.41695828,63.92352151
2018/11/30,2018,November,Salmon,Spring,,,,2521.533333,1319.433333,1562.7,,57.55006974,54.52541667
2018/12/31,2018,December,Salmon,Spring,,,,3905.645161,3665.258065,1386.612903,,52.29676985,52.11370968
2019/1/31,2019,January,Salmon,Spring,,,,3575.516129,2380.677419,1543.806452,0.5,49.91626344,51.83391655
2019/2/28,2019,February,Salmon,Spring,,,,3818.5,4557.464286,8670.642857,30436.44444,50.5515015,54.73125
2019/3/31,2019,March,Salmon,Spring,,,,2185.83871,5451.290323,15684.90323,40457.72,54.98218623,53.76442049
2019/4/30,2019,April,Salmon,Spring,,,,1613.2,1342.7,11543.3,17851.6,61.58267606,61.97357143
2019/5/31,2019,May,Salmon,Spring,,,,854.4444444,1026.555556,8319.888889,,65.66124567,72.25086505
1993/1/31,1993,January,Salmon,LateFall,74.3,0,-8014.193548,,7560.096774,,,,
1993/2/28,1993,February,Salmon,LateFall,27,72,-5939.714286,,5191.964286,,,,
1993/3/31,1993,March,Salmon,LateFall,0,0,-3668.193548,,1943.612903,,,,
1993/4/30,1993,April,Salmon,LateFall,0,0,-3201.533333,,2793.333333,,,,
1993/5/31,1993,May,Salmon,LateFall,0,0,-835.5806452,,1672.129032,,,,
1993/6/30,1993,June,Salmon,LateFall,0,0,-2923.533333,,1990.666667,,,,
1993/7/31,1993,July,Salmon,LateFall,0,0,-7321.612903,,4092.612903,,,,
1993/8/31,1993,August,Salmon,LateFall,0,0,-8738.709677,,6172.064516,,,,
1993/9/30,1993,September,Salmon,LateFall,0,0,-8287.333333,,6372.7,,,,
1993/10/31,1993,October,Salmon,LateFall,4,0,-7877.741935,,6486.741935,,,,
1993/11/30,1993,November,Salmon,LateFall,0,12,-3416.666667,,2583.5,,,,
1993/12/31,1993,December,Salmon,LateFall,334,540,-4882.903226,4033,6268.096774,,,,
1994/1/31,1994,January,Salmon,LateFall,96,124,-2336.451613,2277.064516,3457.16129,,,,
1994/2/28,1994,February,Salmon,LateFall,0,52,-2307.857143,3869.607143,1924.64,,,,
1994/3/31,1994,March,Salmon,LateFall,0,12,-1543.580645,2267.870968,1871.419355,,,,
1994/4/30,1994,April,Salmon,LateFall,0,0,-979.8666667,1558.5,316.8,,,,
1994/5/31,1994,May,Salmon,LateFall,0,0,-1012.870968,1123.16129,703.1612903,,,,
1994/6/30,1994,June,Salmon,LateFall,0,0,-1095.633333,1327.966667,319.3666667,,,,
1994/7/31,1994,July,Salmon,LateFall,0,0,-2730.451613,2511.83871,1605.354839,,,,
1994/8/31,1994,August,Salmon,LateFall,0,0,-5324.516129,2439.83871,3493.225806,,,,
1994/9/30,1994,September,Salmon,LateFall,0,0,-3923.266667,3540.6,3692.766667,,,,
1994/10/31,1994,October,Salmon,LateFall,0,0,-2512.645161,2479.741935,2769.548387,,,,
1994/11/30,1994,November,Salmon,LateFall,6,0,-5004,2757.433333,3885.6,,,,
1994/12/31,1994,December,Salmon,LateFall,428,1572,-4507.935484,3444.851852,3848.64,,,,
1995/1/31,1995,January,Salmon,LateFall,1064,1608,-7492.903226,,7374.551724,,,,
1995/2/28,1995,February,Salmon,LateFall,0,0,-4271.607143,,5165.428571,,,,
1995/3/31,1995,March,Salmon,LateFall,0,0,5115.903226,,452.6551724,,,,
1995/4/30,1995,April,Salmon,LateFall,0,0,6954.333333,,141.962963,,,,
1995/5/31,1995,May,Salmon,LateFall,0,0,7361.290323,,1253.193548,23041.72727,,,
1995/6/30,1995,June,Salmon,LateFall,0,0,-241.0633333,,3345.448276,14314.7931,,,
1995/7/31,1995,July,Salmon,LateFall,0,0,-3312.806452,,5908.37931,11612.54167,,,
1995/8/31,1995,August,Salmon,LateFall,0,0,-3960.322581,,4727.703704,4577.2,,,
1995/9/30,1995,September,Salmon,LateFall,0,0,-3736.466667,,2923,4807.15,,,
1995/10/31,1995,October,Salmon,LateFall,0,0,-3834.806452,,2954.967742,5674.133333,,,
1995/11/30,1995,November,Salmon,LateFall,0,0,-2734.333333,,1328.466667,2713.565217,,,
1995/12/31,1995,December,Salmon,LateFall,0,48,-2395.83871,,42.83870968,2526.862069,,,
1996/1/31,1996,January,Salmon,LateFall,416,132,-7256.129032,4268.37931,5736.344828,2683.16129,,,
1996/2/29,1996,February,Salmon,LateFall,0,12,142.137931,3587.37931,2978.724138,10705.7931,,,
1996/3/31,1996,March,Salmon,LateFall,0,0,3977.714286,738.9032258,2656.806452,14468.3871,14243.5625,,
1996/4/30,1996,April,Salmon,LateFall,0,12,74,2401,1777.3,7218.9,,,
1996/5/31,1996,May,Salmon,LateFall,0,0,-344,2073.774194,2568.83871,8349.612903,4443.8,,
1996/6/30,1996,June,Salmon,LateFall,0,12,-7155.666667,4415.533333,5014.133333,3951.8,,,
1996/7/31,1996,July,Salmon,LateFall,0,0,-8369.677419,4448.612903,5996.580645,2475.774194,,,
1996/8/31,1996,August,Salmon,LateFall,0,0,-3696.129032,4377.741935,6175.709677,2340.862069,,,
1996/9/30,1996,September,Salmon,LateFall,0,0,-7399.333333,4289.933333,5802.666667,2415.033333,,,
1996/10/31,1996,October,Salmon,LateFall,0,0,-7569.354839,4163.290323,5472.645161,2750.032258,,,
1996/11/30,1996,November,Salmon,LateFall,4,12,-7870,4250.482759,5830.866667,2792.333333,,,
1996/12/31,1996,December,Salmon,LateFall,18,24,-1411.064516,4228.066667,3619.580645,11140.22581,4040.290323,,
1997/1/31,1997,January,Salmon,LateFall,7,0,21080.32258,3073.333333,1693.111111,32469.03226,101132.2903,,
1997/2/28,1997,February,Salmon,LateFall,0,0,20630.71429,555.6071429,1574.535714,32138.92857,36378.15385,,
1997/3/31,1997,March,Salmon,LateFall,0,0,1107.935484,4320.666667,2702.8,13262.74194,,,
1997/4/30,1997,April,Salmon,LateFall,0,0,-3661.733333,2752.103448,1834.448276,4698.266667,,,
1997/5/31,1997,May,Salmon,LateFall,0,0,-2312.612903,1744.419355,1330.419355,4625.774194,,,
1997/6/30,1997,June,Salmon,LateFall,0,0,-5584,4457.266667,2575.466667,2859.633333,,,
1997/7/31,1997,July,Salmon,LateFall,0,0,-5388.064516,4413.833333,5265.966667,1866.2,,,
1997/8/31,1997,August,Salmon,LateFall,0,0,-5400.344828,4430.290323,4359.225806,1705.612903,,,
1997/9/30,1997,September,Salmon,LateFall,0,0,-5909.666667,4318.586207,5690.758621,1955.2,,,
1997/10/31,1997,October,Salmon,LateFall,0,0,-5164.516129,4223.206897,4466.586207,2556.322581,,,
1997/11/30,1997,November,Salmon,LateFall,4,12,-5784.666667,4184.37037,5022.222222,2133.7,,,
1997/12/31,1997,December,Salmon,LateFall,117,112,-8471.612903,3899.774194,6721.516129,2014.774194,,,
1998/1/31,1998,January,Salmon,LateFall,30,36,-3268.870968,3881,3194.483871,5622.354839,47796.0625,,
1998/2/28,1998,February,Salmon,LateFall,0,0,13019.71429,2948.178571,131.1785714,28044.85714,113780.8214,,
1998/3/31,1998,March,Salmon,LateFall,0,0,8189.354839,2072.766667,240.8,19378.48387,38892.05556,,
1998/4/30,1998,April,Salmon,LateFall,0,0,9883.666667,1375.481481,17.62068966,21840.8,14867.54545,,
1998/5/31,1998,May,Salmon,LateFall,0,0,5840.967742,1962.333333,423.5714286,17833.74194,5061,,
1998/6/30,1998,June,Salmon,LateFall,0,0,3906.4,2866.344828,2158.172414,18023.5,11916.875,,
1998/7/31,1998,July,Salmon,LateFall,0,0,-897.4193548,4056.774194,3470.354839,14312.72414,,,
1998/8/31,1998,August,Salmon,LateFall,0,0,-5917.741935,4372.225806,4395.258065,5525.533333,,,
1998/9/30,1998,September,Salmon,LateFall,0,0,-5534.666667,4342.703704,4335.291667,5334.766667,,,
1998/10/31,1998,October,Salmon,LateFall,21,0,-5418.387097,4550.451613,5465.612903,5715.258065,,,
1998/11/30,1998,November,Salmon,LateFall,0,36,-2411.836667,2506.48,2358.233333,3586.551724,,,
1998/12/31,1998,December,Salmon,LateFall,8,0,40.62580645,23.61290323,2144.387097,4117.774194,831.25,,
1999/1/31,1999,January,Salmon,LateFall,0,36,-1700,2911.5,1352.566667,4377.129032,,,
1999/2/28,1999,February,Salmon,LateFall,0,12,1110.309643,4268.62963,928.4285714,10976.10714,31318.36842,,52.03064516
1999/3/31,1999,March,Salmon,LateFall,0,0,-1865.677419,4069.709677,3139.846154,8300.83871,18881.92857,,53.70952381
1999/4/30,1999,April,Salmon,LateFall,0,0,-1332.723333,1741.851852,2936.933333,6188.433333,,,57.47517434
1999/5/31,1999,May,Salmon,LateFall,0,0,-1062.387097,1647.357143,1545.785714,5676.258065,,,62.33293011
1999/6/30,1999,June,Salmon,LateFall,0,0,-3542.7,3305.833333,956.4666667,3134.066667,,,68.29611111
1999/7/31,1999,July,Salmon,LateFall,0,0,-7621.935484,4393.230769,6019.129032,2192.516129,,,73.9477027
1999/8/31,1999,August,Salmon,LateFall,8,0,-9896.129032,4351.451613,6505.903226,1934.677419,,,73.61648649
1999/9/30,1999,September,Salmon,LateFall,2,0,-9534.666667,4235.633333,6828.6,1987,,,71.31061453
1999/10/31,1999,October,Salmon,LateFall,6,12,-6476.451613,4249.032258,4935.677419,2413.580645,,,64.20054127
1999/11/30,1999,November,Salmon,LateFall,39,72,-6608,4211.633333,5222.966667,2208.517241,,,56.9627972
1999/12/31,1999,December,Salmon,LateFall,35,84,-4484.677419,2543.935484,3803.612903,1736.258065,,,49.08010899
2000/1/31,2000,January,Salmon,LateFall,86,12,-7390.645161,3204.774194,6439.064516,2092.806452,,,51.44341927
2000/2/29,2000,February,Salmon,LateFall,33,0,-6536.62069,4107.655172,7330.896552,7349.034483,56592.47059,,54.23599398
2000/3/31,2000,March,Salmon,LateFall,0,0,-2140.225806,3380.870968,5578.483871,12360.64516,56885.64706,,55.22005731
2000/4/30,2000,April,Salmon,LateFall,0,0,-4253.6,2206.733333,3032.9,5447.966667,,,61.69830508
2000/5/31,2000,May,Salmon,LateFall,0,0,-2210.177419,1234.967742,1588.806452,4881.741935,,,64.77605442
2000/6/30,2000,June,Salmon,LateFall,0,48,-6622,3044.566667,4234.166667,2910.833333,,,72.95827538
2000/7/31,2000,July,Salmon,LateFall,0,0,-9283.870968,4318.516129,5827.032258,1959.193548,,,75.60108108
2000/8/31,2000,August,Salmon,LateFall,0,0,-9410.322581,4388.4,6132.3,2108.483871,,,74.55833333
2000/9/30,2000,September,Salmon,LateFall,6,0,-9156,4254.866667,6517.5,2322.7,,,58.7932299
2000/10/31,2000,October,Salmon,LateFall,3,0,-7663.870968,4208.032258,4987.387097,2807,,,63.00845839
2000/11/30,2000,November,Salmon,LateFall,28,36,-8135,4060.966667,5414.266667,2412.733333,,,53.3150838
2000/12/31,2000,December,Salmon,LateFall,70,120,-6412.580645,3910.419355,4752.580645,2212.225806,,,50.49521127
2001/1/31,2001,January,Salmon,LateFall,18,0,-3604.096774,2737.096774,3925.258065,2457.903226,,,48.28319892
2001/2/28,2001,February,Salmon,LateFall,0,0,-6080.714286,3519.428571,4696.857143,3191.857143,,,51.48922156
2001/3/31,2001,March,Salmon,LateFall,6,0,-4948.16129,1883.193548,5867.064516,3559.290323,,,60.58075881
2001/4/30,2001,April,Salmon,LateFall,6,0,-2697.233333,2177.366667,1655.233333,3078.666667,,,61.81120448
2001/5/31,2001,May,Salmon,LateFall,0,0,-715.7419355,856.7096774,550,3589.103448,,,68.78048452
2001/6/30,2001,June,Salmon,LateFall,0,0,-3217,2753.566667,151.1,1623.166667,,,74.18477654
2001/7/31,2001,July,Salmon,LateFall,0,0,-7101.290323,4135.451613,3523.548387,1401.419355,,,76.66904441
2001/8/31,2001,August,Salmon,LateFall,0,0,-8411.290323,4130.322581,4042.096774,1339.83871,,,76.12483131
2001/9/30,2001,September,Salmon,LateFall,0,0,-7682.333333,4080.833333,3574.466667,1379.5,,,72.16648122
2001/10/31,2001,October,Salmon,LateFall,0,0,-4580.645161,3532.451613,980.7096774,1891.419355,,,65.1120108
2001/11/30,2001,November,Salmon,LateFall,0,0,-6505.633333,3749.233333,3229.566667,2063.466667,,,57.8448324
2001/12/31,2001,December,Salmon,LateFall,80,36,-7872.935484,3670.806452,6123.935484,2100.83871,,,50.62643052
2002/1/31,2002,January,Salmon,LateFall,42,36,-8021.290323,4143.193548,6456.774194,2697.032258,14884.42857,,50.09402174
